id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
2160,19,547902.0,62,Real Estate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,4=professional,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$100,001 - $250,000",15 - 20 years,individual,0
2160,19,547902.0,62,Real Estate,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,0
2174,1,10000.0,45,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",15 - 20 years,joint,4
2188,37,2245000.0,67,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Unknown,5 – 10 years,"$1,000,001 - $2,500,000",10 - 15 years,Unknown,0
2188,37,2245000.0,67,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Unknown,10 – 20 years,"$10,000,000 +",1 - 5 years,individual,0
2188,37,2245000.0,67,Real Estate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,individual,0
2206,3,80000.0,65,Consulting,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$10,000,000 +",> 20 years,joint,0
2232,5,120000.0,52,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$2,500,001 - $10,000,000",10 - 15 years,individual,3
2291,1,10000.0,51,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Unknown,10 – 20 years,"$1,000,001 - $2,500,000",> 20 years,Unknown,1
2291,1,10000.0,51,Real Estate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Unknown,> 20 years,Unknown,Unknown,Unknown,> 20 years,Unknown,1
2291,1,10000.0,51,Real Estate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
2355,3,50000.0,42,Real Estate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,Unknown,2
2370,1,30000.0,71,Corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
2384,1,20000.0,40,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",1 - 5 years,Unknown,4
2388,2,17000.0,40,Real Estate,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",10 - 15 years,individual,4
2389,9,175000.0,37,Asset Management,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$500,001 - $1,000,000",10 - 15 years,individual,2
2415,22,630926.0,67,Consulting,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,5 – 10 years,"$500,001 - $1,000,000",> 20 years,joint,0
2415,22,630926.0,67,Consulting,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$500,001 - $1,000,000",10 - 15 years,Unknown,0
2510,5,50000.0,34,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Unknown,1 – 5 years,"< $100,000",1 - 5 years,Unknown,2
2510,5,50000.0,34,Financial Professional,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,individual,2
